"PRODUCT","SUBPRODUCT","STATE"
"Mortgage","Conventional fixed mortgage","TN"
"Credit reporting","","MD"
"Mortgage","FHA mortgage","TN"
"Mortgage","Other mortgage","UT"
"Bank account or service","Other bank product/service","PA"
"Bank account or service","Checking account","FL"
"Debt collection","Mortgage","KY"
"Bank account or service","Checking account","NY"
"Mortgage","Conventional fixed mortgage","MD"
"Debt collection","","MN"
"Mortgage","Conventional fixed mortgage","CO"
"Debt collection","","LA"
"Student loan","Non-federal student loan","CA"
"Credit reporting","","FL"
"Credit reporting","","FL"
"Debt collection","Payday loan","PA"
"Credit reporting","","FL"
"Mortgage","Other mortgage","MD"
"Credit reporting","","FL"
"Debt collection","Credit card","OH"
"Mortgage","Conventional adjustable mortgage (ARM)","FL"
"Mortgage","FHA mortgage","ME"
"Credit card","","CA"
"Mortgage","Other mortgage","NJ"
"Credit reporting","","GA"
"Credit card","","OR"
"Debt collection","Other (phone, health club, etc.)","IA"
"Debt collection","Credit card","HI"
"Credit card","","CT"
"Debt collection","Credit card","SC"
"Debt collection","","IN"
"Mortgage","FHA mortgage","TN"
"Debt collection","Other (phone, health club, etc.)","FL"
"Credit reporting","","CA"
"Credit reporting","","PA"
"Credit reporting","","CA"
"Debt collection","Payday loan","TX"
"Debt collection","","VA"
"Debt collection","Payday loan","TX"
"Debt collection","Payday loan","TX"
"Debt collection","Credit card","WI"
"Mortgage","Other mortgage","GA"
"Credit reporting","","IL"
"Credit reporting","","AZ"
"Credit reporting","","CA"
"Debt collection","Medical","CA"
"Mortgage","FHA mortgage","AZ"
"Credit card","","NJ"
"Debt collection","","FL"
"Mortgage","Conventional fixed mortgage","CO"
"Credit reporting","","FL"
"Student loan","Non-federal student loan","MA"
"Mortgage","FHA mortgage","NY"
"Mortgage","Other mortgage","CA"
"Debt collection","Credit card","TX"
"Debt collection","Medical","TX"
"Mortgage","Home equity loan or line of credit","MN"
"Debt collection","Other (phone, health club, etc.)","IL"
"Bank account or service","Checking account","TX"
"Debt collection","Payday loan","CA"
"Debt collection","Payday loan","CA"
"Debt collection","Credit card","NY"
"Debt collection","Credit card","NY"
"Mortgage","Home equity loan or line of credit","NJ"
"Mortgage","Other mortgage","MN"
"Debt collection","","IL"
"Mortgage","Other mortgage","MN"
"Debt collection","Other (phone, health club, etc.)","HI"
"Consumer loan","Installment loan","MS"
"Debt collection","Other (phone, health club, etc.)","PA"
"Credit reporting","","IL"
"Bank account or service","Other bank product/service","TX"
"Bank account or service","Checking account","CA"
"Mortgage","Other mortgage","CO"
"Debt collection","Other (phone, health club, etc.)","PA"
"Mortgage","FHA mortgage","WI"
"Money transfers","International money transfer","FL"
"Mortgage","Conventional fixed mortgage","VA"
"Debt collection","Other (phone, health club, etc.)","WA"
"Consumer loan","Vehicle loan","MI"
"Debt collection","Federal student loan","AZ"
"Bank account or service","Checking account","SC"
"Mortgage","Conventional adjustable mortgage (ARM)","NY"
"Debt collection","Medical","WA"
"Mortgage","Conventional fixed mortgage","KY"
"Debt collection","Credit card","MD"
"Debt collection","Other (phone, health club, etc.)","CO"
"Debt collection","Other (phone, health club, etc.)","CA"
"Debt collection","Credit card","NY"
"Debt collection","Credit card","NY"
"Mortgage","Conventional fixed mortgage","FL"
"Mortgage","Conventional fixed mortgage","GA"
"Debt collection","Non-federal student loan","MD"
"Mortgage","Reverse mortgage","NV"
"Debt collection","Non-federal student loan","MD"
"Credit card","","NY"
"Mortgage","FHA mortgage","CA"
"Credit reporting","","NY"
"Credit card","","VA"
"Bank account or service","Other bank product/service","CA"
"Mortgage","Other mortgage","FL"
"Student loan","Non-federal student loan","NJ"
"Debt collection","Payday loan","TX"
"Debt collection","","FL"
"Bank account or service","Checking account","CA"
"Bank account or service","Other bank product/service","ID"
"Mortgage","FHA mortgage","NY"
"Credit reporting","","NC"
"Credit card","","LA"
"Debt collection","Payday loan","TX"
"Debt collection","Credit card","PA"
"Credit card","","SC"
"Mortgage","VA mortgage","FM"
"Mortgage","Other mortgage","CA"
"Debt collection","Federal student loan","CO"
"Credit reporting","","CA"
"Credit reporting","","MD"
"Mortgage","Other mortgage","TN"
"Credit reporting","","NY"
"Mortgage","FHA mortgage","NC"
"Debt collection","Other (phone, health club, etc.)","TX"
"Consumer loan","Vehicle loan","IN"
"Debt collection","Federal student loan","CA"
"Debt collection","Payday loan","HI"
"Credit card","","CA"
"Mortgage","Conventional adjustable mortgage (ARM)","NY"
"Consumer loan","Installment loan","TN"
"Mortgage","Home equity loan or line of credit","UT"
"Mortgage","FHA mortgage","TX"
"Debt collection","","OR"
"Credit card","","ME"
"Credit reporting","","CA"
"Credit card","","NY"
"Credit reporting","","NY"
"Debt collection","Medical","MO"
"Credit reporting","","CA"
"Consumer loan","Installment loan","IL"
"Mortgage","Other mortgage","NY"
"Mortgage","Home equity loan or line of credit","NY"
"Consumer loan","Installment loan","LA"
"Mortgage","Other mortgage","PA"
"Debt collection","Payday loan","UT"
"Debt collection","Other (phone, health club, etc.)","KY"
"Debt collection","","WA"
"Consumer loan","Installment loan","TX"
"Bank account or service","Checking account","KS"
"Debt collection","","ID"
"Mortgage","Conventional fixed mortgage","UT"
"Debt collection","Credit card","MN"
"Debt collection","Credit card","MN"
"Mortgage","Home equity loan or line of credit","OR"
"Mortgage","FHA mortgage","IL"
"Mortgage","FHA mortgage","GA"
"Debt collection","","TX"
"Mortgage","Conventional fixed mortgage","OR"
"Mortgage","Conventional fixed mortgage","ME"
"Mortgage","Other mortgage","NY"
"Student loan","Non-federal student loan","CA"
"Credit card","","MD"
"Credit card","","IL"
"Credit reporting","","CA"
"Credit card","","WI"
"Mortgage","Other mortgage","PA"
"Student loan","Non-federal student loan","CA"
"Credit card","",""
"Credit reporting","","CA"
"Mortgage","Other mortgage","PA"
"Debt collection","Other (phone, health club, etc.)","MO"
"Bank account or service","Checking account","MI"
"Mortgage","VA mortgage","NC"
"Mortgage","Other mortgage","VA"
"Credit reporting","","TX"
"Mortgage","Conventional fixed mortgage","SC"
"Mortgage","FHA mortgage","CA"
"Credit card","","NC"
"Mortgage","Other mortgage","MI"
"Credit reporting","","PA"
"Credit reporting","","NJ"
"Credit reporting","","NJ"
"Mortgage","Conventional fixed mortgage","FL"
"Consumer loan","Vehicle loan","FL"
"Mortgage","Other mortgage","NY"
"Mortgage","FHA mortgage","NJ"
"Student loan","Non-federal student loan","MD"
"Mortgage","FHA mortgage","PA"
"Mortgage","Conventional fixed mortgage","GA"
"Mortgage","Home equity loan or line of credit","NY"
"Mortgage","Other mortgage","NY"
"Mortgage","Conventional adjustable mortgage (ARM)","OH"
"Mortgage","FHA mortgage","IL"
"Bank account or service","Checking account","NC"
"Credit reporting","","TX"
"Consumer loan","Installment loan","GA"
"Debt collection","Medical","TX"
"Mortgage","Conventional fixed mortgage","FL"
"Credit card","","VA"
"Mortgage","Home equity loan or line of credit","AZ"
"Debt collection","Medical","DC"
"Credit card","","MT"
"Credit card","","MT"
"Mortgage","Other mortgage","FL"
"Mortgage","Conventional fixed mortgage","FL"
"Mortgage","Other mortgage","FL"
"Mortgage","Conventional fixed mortgage","FL"
"Debt collection","Other (phone, health club, etc.)","TX"
"Consumer loan","Vehicle loan","FL"
"Credit card","","AZ"
"Credit card","","OH"
"Consumer loan","Installment loan","TX"
"Debt collection","Mortgage","IL"
"Mortgage","Conventional adjustable mortgage (ARM)","FL"
"Mortgage","Other mortgage","CA"
"Debt collection","","OH"
"Mortgage","Conventional fixed mortgage","GA"
"Debt collection","Credit card","NJ"
"Debt collection","Mortgage","FL"
"Mortgage","Other mortgage","IL"
"Consumer loan","Vehicle loan","NM"
"Mortgage","Other mortgage","AZ"
"Mortgage","Conventional fixed mortgage","CA"
"Mortgage","Other mortgage","NY"
"Debt collection","Credit card","NJ"
"Debt collection","Payday loan","SC"
"Credit reporting","","PR"
"Credit reporting","","PR"
"Mortgage","Conventional adjustable mortgage (ARM)","FL"
"Debt collection","Medical","DE"
"Mortgage","Conventional fixed mortgage","IL"
"Bank account or service","Checking account","TN"
"Credit card","","NY"
"Credit reporting","","NY"
"Mortgage","Other mortgage","NC"
"Bank account or service","Checking account","CA"
"Credit reporting","","DC"
"Credit reporting","","DC"
"Debt collection","Other (phone, health club, etc.)","IL"
"Credit reporting","","DC"
"Bank account or service","(CD) Certificate of deposit","TX"
"Bank account or service","Checking account","PA"
"Bank account or service","Savings account","GA"
"Bank account or service","Checking account","AL"
"Debt collection","","TX"
"Mortgage","Other mortgage","TX"
"Credit card","","DC"
"Mortgage","FHA mortgage","FL"
"Bank account or service","Checking account","UT"
"Mortgage","VA mortgage","WA"
"Student loan","Non-federal student loan","PA"
"Credit card","","AL"
"Bank account or service","Checking account","FL"
"Mortgage","Other mortgage","OH"
"Bank account or service","Checking account","NJ"
"Bank account or service","Checking account","MD"
"Bank account or service","Checking account","TN"
"Consumer loan","Installment loan","NJ"
"Credit reporting","","TX"
"Debt collection","","SC"
"Bank account or service","Checking account","CA"
"Bank account or service","Checking account","IL"
"Bank account or service","Checking account","WI"
"Bank account or service","Checking account","MD"
"Mortgage","Other mortgage","KS"
"Bank account or service","Savings account","MD"
"Mortgage","Other mortgage","TX"
"Debt collection","Other (phone, health club, etc.)","WA"
"Debt collection","Payday loan","AZ"
"Bank account or service","Other bank product/service","NV"
"Credit reporting","","MD"
"Credit card","","PA"
"Bank account or service","Other bank product/service","NJ"
"Mortgage","Conventional fixed mortgage","WA"
"Bank account or service","Savings account","GA"
"Bank account or service","Checking account","LA"
"Mortgage","Other mortgage","MO"
"Credit card","","FL"
"Debt collection","Other (phone, health club, etc.)","WA"
"Bank account or service","Savings account","FL"
"Credit reporting","","NJ"
"Mortgage","Reverse mortgage","CA"
"Mortgage","Other mortgage","MO"
"Debt collection","Federal student loan","KY"
"Mortgage","Other mortgage","MO"
"Debt collection","Medical","FL"
"Debt collection","Other (phone, health club, etc.)","CA"
"Credit card","","MA"
"Mortgage","Conventional adjustable mortgage (ARM)","MD"
"Mortgage","Conventional adjustable mortgage (ARM)","CA"
"Debt collection","Mortgage","NJ"
"Credit reporting","","NY"
"Credit reporting","","NY"
"Mortgage","Conventional fixed mortgage","GA"
"Student loan","Non-federal student loan","PA"
"Mortgage","Other mortgage","NC"
"Bank account or service","Checking account","TX"
"Credit reporting","","TX"
"Credit reporting","","TX"
"Debt collection","Credit card","LA"
"Debt collection","","TN"
"Mortgage","Conventional fixed mortgage","IL"
"Credit reporting","","NC"
"Debt collection","Other (phone, health club, etc.)","NY"
"Credit card","","FL"
"Credit reporting","","PR"
"Debt collection","","PA"
"Debt collection","","MI"
"Mortgage","Conventional fixed mortgage","PA"
"Credit reporting","","OH"
"Debt collection","Medical","KS"
"Mortgage","Conventional adjustable mortgage (ARM)","MO"
"Bank account or service","Checking account","ME"
"Mortgage","Conventional adjustable mortgage (ARM)","MO"
"Bank account or service","Checking account","GA"
"Mortgage","Other mortgage","CA"
"Mortgage","Conventional fixed mortgage","IL"
"Debt collection","Other (phone, health club, etc.)","AL"
"Debt collection","Medical","NY"
"Bank account or service","Checking account","CO"
"Mortgage","Conventional fixed mortgage","NY"
"Credit card","","CA"
"Credit reporting","","TX"
"Credit reporting","","TX"
"Credit reporting","","TX"
"Debt collection","Payday loan","OH"
"Credit reporting","","TX"
"Credit card","","NM"
"Mortgage","FHA mortgage","AZ"
"Credit reporting","","MO"
"Debt collection","","FL"
"Credit reporting","","MO"
"Credit reporting","","PA"
"Consumer loan","Installment loan","ID"
"Consumer loan","Installment loan","IN"
"Debt collection","Medical","CO"
"Credit reporting","","FL"
"Mortgage","Conventional adjustable mortgage (ARM)","MI"
"Credit card","","KY"
"Debt collection","Other (phone, health club, etc.)","GA"
"Credit card","","HI"
"Debt collection","","PA"
"Debt collection","","PA"
"Consumer loan","Vehicle loan","MO"
"Bank account or service","Savings account","MO"
"Debt collection","Payday loan","TX"
"Mortgage","FHA mortgage","NY"
"Credit card","","MI"
"Credit reporting","","FL"
"Mortgage","Conventional adjustable mortgage (ARM)","MI"
"Credit reporting","","AZ"
"Bank account or service","Checking account","MA"
"Debt collection","","CA"
"Debt collection","Credit card","TX"
"Debt collection","","CA"
"Credit reporting","","FL"
"Credit reporting","","NY"
"Debt collection","Payday loan","TX"
"Debt collection","Payday loan","TX"
"Debt collection","","OH"
"Credit reporting","","NY"
"Credit reporting","","NJ"
"Credit reporting","","NY"
"Debt collection","Mortgage","CA"
"Debt collection","Payday loan","AL"
"Payday loan","","TX"
"Credit card","","CA"
"Credit reporting","","IL"
"Debt collection","Other (phone, health club, etc.)","TX"
"Credit reporting","","CA"
"Credit reporting","","CA"
"Credit reporting","","MN"
"Credit reporting","","CA"
"Debt collection","Payday loan","CA"
"Debt collection","","OK"
"Consumer loan","Personal line of credit","SC"
"Debt collection","Other (phone, health club, etc.)","TX"
"Credit card","","MA"
"Debt collection","Other (phone, health club, etc.)","CA"
"Debt collection","Medical","TX"
"Mortgage","Other mortgage","CA"
"Debt collection","Medical","GA"
"Debt collection","Non-federal student loan","CA"
"Credit reporting","","MO"
"Debt collection","Other (phone, health club, etc.)","NY"
"Debt collection","Medical","WA"
"Mortgage","Conventional fixed mortgage","GA"
"Debt collection","Payday loan","AL"
"Credit card","","TN"
"Debt collection","Credit card","TN"
"Debt collection","","CA"
"Mortgage","FHA mortgage","IN"
"Payday loan","","TX"
"Debt collection","Other (phone, health club, etc.)","TX"
"Consumer loan","Installment loan","LA"
"Debt collection","Other (phone, health club, etc.)","IN"
"Consumer loan","Vehicle lease","CA"
"Bank account or service","Checking account","CA"
"Credit card","","GA"
"Debt collection","Other (phone, health club, etc.)","CA"
"Mortgage","Conventional adjustable mortgage (ARM)","FL"
"Bank account or service","Other bank product/service","OR"
"Money transfers","International money transfer","VT"
"Mortgage","Other mortgage","OR"
"Consumer loan","Vehicle loan","TX"
"Mortgage","FHA mortgage","MD"
"Payday loan","","CA"
"Mortgage","Conventional fixed mortgage","AZ"
"Credit reporting","","MA"
"Credit card","","UT"
"Credit card","","AZ"
"Debt collection","","CA"
"Mortgage","FHA mortgage","GA"
"Mortgage","FHA mortgage","IL"
"Mortgage","Conventional fixed mortgage","CT"
